-0.113040184	-0.494154171	1.220214832	2.291875575	4.411930418
-0.823837661	0.841592138	0.412319162	1.448383329	2.49353619
2.157551058	-0.719264997	1.418595051	1.332768866	4.058003537
-1.800050859	0.479242595	2.143162422	0.281217369	4.844080743
-0.310695778	-0.077633329	0.142599054	0.255247846	-0.23557443
-1.255934688	1.274111909	0.249257297	2.824874138	2.266665387
-0.298132499	0.699959455	0.761421501	-0.316160561	-0.136857061
0.448654244	2.371868835	2.991471499	0.155733587	-1.259907815
0.727202591	0.157336117	-1.292689347	1.195345207	1.50467857
-0.087556646	-1.207930744	2.572797772	1.398352042	-0.023372455
-0.7132987	1.32166585	0.884551258	0.824352005	2.205486129
-0.2831491	-1.091008859	0.273323695	1.502092622	2.683980618
-0.178446529	0.973022721	3.953392757	2.553866079	1.315327634
0.904316002	1.355310973	1.766875753	1.020722939	4.471493134
-0.777047519	-0.033627196	1.649632498	3.203413805	4.008810595
-0.480950251	0.413912488	1.400224174	4.484806623	1.683080365
0.138046414	0.562364953	1.308550134	0.588993113	2.7344047
-0.683913536	2.185247782	0.813258756	0.920334427	0.981500887
0.831378708	-0.028191849	1.238495866	1.523670535	2.080557884
1.316820718	1.8506729	1.214797294	4.221665663	2.609134173
